Longitude,Latitude,date,time
1.40984,103.82942,2017-03-17,18:50:34
1.44895,103.7948,2017-03-17,18:58:04
1.4373,103.79581,2017-03-17,18:55:15
1.28254,103.86108,2017-03-17,18:53:22
1.32112,103.8821,2017-03-17,18:58:04
1.31969,103.77101,2017-03-17,18:56:13
1.33219,103.93417,2017-03-17,18:56:13
1.32525,103.92369,2017-03-17,18:52:25
1.30946,103.898,2017-03-17,18:51:30
1.30171,103.84976,2017-03-17,18:52:25
1.352146,103.7181,2017-03-17,18:58:56
1.43653,103.7959,2017-03-17,18:53:22
1.30039,103.83525,2017-03-17,18:57:08
1.43753,103.7872,2017-03-17,18:51:30
1.34482,103.96252,2017-03-17,18:55:15
1.44261,103.8155,2017-03-17,18:58:56
1.43257,103.77287,2017-03-17,18:50:34
1.35755,103.98986,2017-03-17,18:54:20
1.45684,103.80423,2017-03-17,18:54:20
1.27792,103.83398,2017-03-17,18:51:30
1.37753,103.91982,2017-03-17,18:53:22
1.4457,103.77378,2017-03-17,18:54:20
1.37187,103.88898,2017-03-17,18:53:22
1.33836,103.97725,2017-03-17,18:59:48
1.35387,103.89056,2017-03-17,18:56:13
1.35633,103.98837,2017-03-17,18:54:20
1.3546,103.8361,2017-03-17,18:54:20
1.37929,103.87965,2017-03-17,18:54:20
1.377738,103.8961,2017-03-17,18:53:22
1.3503,103.92895,2017-03-17,18:54:20
1.3396,103.97338,2017-03-17,18:59:48
1.290087,103.8327,2017-03-17,18:52:25
1.399261,103.9006,2017-03-17,18:56:13
1.33695,103.7477,2017-03-17,18:51:30
1.360197,103.8923,2017-03-17,18:58:04
1.27334,103.83276,2017-03-17,18:52:25
1.30562,103.90999,2017-03-17,18:54:20
1.34114,103.73512,2017-03-17,18:53:22
1.27341,103.8405,2017-03-17,18:58:56
1.44355,103.7812,2017-03-17,18:54:20
1.35246,103.98559,2017-03-17,18:51:30
1.25426,103.82585,2017-03-17,18:58:04
1.33752,103.77892,2017-03-17,18:50:34
1.3012,103.85291,2017-03-17,18:55:15
1.28557,103.7807,2017-03-17,18:51:30
1.334173,103.789,2017-03-17,18:57:08
1.445,103.7978,2017-03-17,18:59:48
1.30732,103.89562,2017-03-17,18:58:04
1.37719,103.83788,2017-03-17,18:57:08
1.29905,103.82862,2017-03-17,18:58:56
1.34424,103.9567,2017-03-17,18:59:48
1.41915,103.83832,2017-03-17,18:52:25
1.44104,103.78479,2017-03-17,18:50:34
1.350611,103.8882,2017-03-17,18:57:08
1.396717,103.8788,2017-03-17,18:50:34
1.3806,103.83292,2017-03-17,18:57:08
1.28383,103.83546,2017-03-17,18:52:25
1.30736,103.83135,2017-03-17,18:54:20
1.35866,103.85431,2017-03-17,18:56:13
1.40354,103.9108,2017-03-17,18:55:15
1.33445,103.84483,2017-03-17,18:54:20
1.35521,103.98768,2017-03-17,18:55:15
1.42295,103.83659,2017-03-17,18:54:20
1.42786,103.83344,2017-03-17,18:51:30
1.33583,103.77821,2017-03-17,18:58:04
1.33417,103.74637,2017-03-17,18:51:30
1.30345,103.8627,2017-03-17,18:55:15
1.2745,103.8612,2017-03-17,18:55:15
1.384194,103.8491,2017-03-17,18:54:20
1.35877,103.74905,2017-03-17,18:52:25
1.43148,103.76946,2017-03-17,18:58:04
1.3468,103.74771,2017-03-17,18:51:30
1.441952,103.7907,2017-03-17,18:50:34
1.41785,103.83431,2017-03-17,18:50:34
1.42913,103.7767,2017-03-17,18:55:15
1.35159,103.84797,2017-03-17,18:51:30
1.35083,103.88156,2017-03-17,18:57:08
1.34813,103.94857,2017-03-17,18:57:08
1.2888,103.8348,2017-03-17,18:56:13
1.340451,103.699,2017-03-17,18:56:13
1.37876,103.74847,2017-03-17,18:58:04
1.308864,103.795,2017-03-17,18:53:22
1.3386,103.96009,2017-03-17,18:57:08
1.34576,103.7425,2017-03-17,18:53:22
1.36126,103.98891,2017-03-17,18:54:20
1.33762,103.7434,2017-03-17,18:54:20
1.35739,103.99019,2017-03-17,18:55:15
1.43479,103.83809,2017-03-17,18:54:20
1.35857,103.98885,2017-03-17,18:58:04
1.42342,103.83761,2017-03-17,18:53:22
1.34109,103.89846,2017-03-17,18:50:34
1.35164,103.98525,2017-03-17,18:54:20
1.42566,103.8452,2017-03-17,18:58:04
1.28013,103.84727,2017-03-17,18:55:15
1.39512,103.8942,2017-03-17,18:51:30
1.36543,103.8501,2017-03-17,18:55:15
1.38601,103.8912,2017-03-17,18:58:56
1.3614,103.74768,2017-03-17,18:53:22
1.46323,103.80318,2017-03-17,18:50:34
1.38087,103.93876,2017-03-17,18:56:13
1.3363,103.8526,2017-03-17,18:57:08
1.32758,103.90953,2017-03-17,18:53:22
1.35075,103.93343,2017-03-17,18:54:20
1.340724,103.7437,2017-03-17,18:58:04
1.35104,103.72219,2017-03-17,18:56:13
1.332414,103.8745,2017-03-17,18:59:48
1.36982,103.85345,2017-03-17,18:51:30
1.35715,103.9879,2017-03-17,18:56:13
1.36111,103.8383,2017-03-17,18:53:22
1.37816,103.76525,2017-03-17,18:50:34
1.34336,103.72155,2017-03-17,18:51:30
1.38428,103.8904,2017-03-17,18:54:20
1.38124,103.74652,2017-03-17,18:58:04
1.38817,103.89644,2017-03-17,18:58:04
1.33948,103.74184,2017-03-17,18:55:15
1.27119,103.80946,2017-03-17,18:57:08
1.35218,103.98504,2017-03-17,18:55:15
1.36321,103.85278,2017-03-17,18:56:13
1.405869,103.7901,2017-03-17,18:58:56
1.388247,103.8416,2017-03-17,18:57:08
1.35707,103.98868,2017-03-17,18:53:22
1.43029,103.83565,2017-03-17,18:51:30
1.37392,103.84869,2017-03-17,18:57:08
1.33704,103.84389,2017-03-17,18:58:04
1.350776,103.9849,2017-03-17,18:56:13
1.42721,103.82733,2017-03-17,18:53:22
1.38458,103.74463,2017-03-17,18:54:20
1.326421,103.9438,2017-03-17,18:57:08
1.33192,103.6378,2017-03-17,18:58:04
1.34577,103.7425,2017-03-17,18:54:20
1.44313,103.7696,2017-03-17,18:59:48
1.30037,103.8455,2017-03-17,18:59:48
1.39212,103.84813,2017-03-17,18:51:30
1.32654,103.84785,2017-03-17,18:57:08
1.43779,103.7878,2017-03-17,18:59:48
1.38255,103.74953,2017-03-17,18:53:22
1.42696,103.84158,2017-03-17,18:58:04
1.31541,103.92756,2017-03-17,18:54:20
1.38419,104.00099,2017-03-17,18:53:22
1.28847,103.84143,2017-03-17,18:59:48
1.29302,103.82574,2017-03-17,18:55:15
1.35941,103.84469,2017-03-17,18:57:08
1.27524,103.8125,2017-03-17,18:56:13
1.33857,103.96012,2017-03-17,18:52:25
1.36091,103.9909,2017-03-17,18:51:30
1.35558,103.93477,2017-03-17,18:51:30
1.32901,103.8238,2017-03-17,18:54:20
1.32831,103.96616,2017-03-17,18:55:15
1.36989,103.8992,2017-03-17,18:55:15
1.41441,103.75171,2017-03-17,18:57:08
1.433633,103.776,2017-03-17,18:57:08
1.40722,103.75031,2017-03-17,18:54:20
1.3019,103.91314,2017-03-17,18:56:13
1.35238,103.70782,2017-03-17,18:57:08
1.34144,103.8986,2017-03-17,18:58:04
1.339675,103.698,2017-03-17,18:54:20
1.32281,103.86057,2017-03-17,18:54:20
1.37,103.90755,2017-03-17,18:54:20
1.37436,103.77607,2017-03-17,18:51:30
1.44129,103.7688,2017-03-17,18:58:04
1.34091,103.68715,2017-03-17,18:58:04
1.34215,103.7756,2017-03-17,18:58:04
1.37546,103.95694,2017-03-17,18:57:08
1.30653,103.7933,2017-03-17,18:50:34
1.30703,103.8312,2017-03-17,18:58:56
1.28001,103.8247,2017-03-17,18:59:48
1.26956,103.82503,2017-03-17,18:51:30
1.43697,103.79561,2017-03-17,18:53:22
1.44187,103.78403,2017-03-17,18:51:30
1.39554,103.90259,2017-03-17,18:52:25
1.28716,103.8489,2017-03-17,18:54:20
1.33401,103.6432,2017-03-17,18:56:13
1.40722,103.75032,2017-03-17,18:55:15
1.3414,103.8547,2017-03-17,18:56:13
1.44078,103.7767,2017-03-17,18:54:20
1.38643,103.76169,2017-03-17,18:50:34
1.34289,103.75853,2017-03-17,18:57:08
1.3322,103.90213,2017-03-17,18:56:13
1.33905,103.88866,2017-03-17,18:57:08
1.38431,103.75836,2017-03-17,18:57:08
1.309834,103.8842,2017-03-17,18:55:15
1.39645,103.7476,2017-03-17,18:55:15
1.30497,103.92237,2017-03-17,18:56:13
1.34359,103.71255,2017-03-17,18:53:22
1.35757,103.98984,2017-03-17,18:56:13
1.44209,103.83156,2017-03-17,18:53:22
1.41815,103.8406,2017-03-17,18:53:22
1.31932,103.76541,2017-03-17,18:55:15
1.328534,103.9383,2017-03-17,18:53:22
1.37023,103.87152,2017-03-17,18:55:15
1.32735,103.65346,2017-03-17,18:56:13
1.385456,103.9029,2017-03-17,18:50:34
1.31058,103.8476,2017-03-17,18:57:08
1.36932,103.85687,2017-03-17,18:59:48
1.3589,103.98996,2017-03-17,18:58:04
1.32621,103.92638,2017-03-17,18:51:30
1.28683,103.8283,2017-03-17,18:55:15
1.34094,103.84764,2017-03-17,18:56:13
1.373529,103.8536,2017-03-17,18:55:15
1.43553,103.78545,2017-03-17,18:51:30
1.41056,103.83003,2017-03-17,18:55:15
1.3747,103.84508,2017-03-17,18:55:15
1.30363,103.78204,2017-03-17,18:55:15
1.35481,103.98686,2017-03-17,18:52:25
1.35662,103.98801,2017-03-17,18:55:15
1.30111,103.91163,2017-03-17,18:51:30
1.35147,103.98518,2017-03-17,18:58:04
1.35042,103.93285,2017-03-17,18:51:30
1.29457,103.85267,2017-03-17,18:53:22
1.32907,103.74739,2017-03-17,18:56:13
1.33907,103.71893,2017-03-17,18:54:20
1.35461,103.83292,2017-03-17,18:52:25
1.44106,103.80133,2017-03-17,18:55:15
1.35194,103.9518,2017-03-17,18:55:15
1.36653,103.75213,2017-03-17,18:57:08
1.44251,103.79463,2017-03-17,18:55:15
1.308514,103.8573,2017-03-17,18:59:48
1.28513,103.84826,2017-03-17,18:50:34
1.30845,103.86408,2017-03-17,18:57:08
1.354427,103.9539,2017-03-17,18:52:25
1.368111,103.8344,2017-03-17,18:58:56
1.33793,103.97019,2017-03-17,18:54:20
1.312215,103.8803,2017-03-17,18:55:15
1.30682,103.65744,2017-03-17,18:55:15
1.31519,103.8928,2017-03-17,18:54:20
1.36696,103.8986,2017-03-17,18:54:20
1.43892,103.8402,2017-03-17,18:52:25
1.32579,103.86049,2017-03-17,18:50:34
1.30642,103.8814,2017-03-17,18:54:20
1.29561,103.78605,2017-03-17,18:53:22
1.30954,103.86364,2017-03-17,18:57:08
1.3516,103.98437,2017-03-17,18:57:08
1.31869,103.8738,2017-03-17,18:56:13
1.37568,103.9002,2017-03-17,18:55:15
1.434997,103.8413,2017-03-17,18:55:15
1.30321,103.90204,2017-03-17,18:56:13
1.31407,103.88132,2017-03-17,18:55:15
1.386942,103.8918,2017-03-17,18:55:15
1.34182,103.75373,2017-03-17,18:56:13
1.339013,103.7053,2017-03-17,18:58:56
1.43317,103.8407,2017-03-17,18:58:04
1.38401,103.84315,2017-03-17,18:58:04
1.35903,103.9891,2017-03-17,18:59:48
1.27439,103.84662,2017-03-17,18:52:25
1.33703,103.93527,2017-03-17,18:52:25
1.45917,103.82266,2017-03-17,18:52:25
1.35312,103.86325,2017-03-17,18:55:15
1.30978,103.91134,2017-03-17,18:57:08
1.28865,103.82748,2017-03-17,18:54:20
1.33122,103.852,2017-03-17,18:52:25
1.42909,103.83692,2017-03-17,18:59:48
1.4329,103.78806,2017-03-17,18:52:25
1.3596,103.95555,2017-03-17,18:58:04
1.385205,103.8498,2017-03-17,18:55:15
1.37089,103.76648,2017-03-17,18:52:25
1.44659,103.7963,2017-03-17,18:54:20
1.330212,103.9009,2017-03-17,18:58:56
1.31235,103.79966,2017-03-17,18:54:20
1.30472,103.84,2017-03-17,18:58:56
1.355,103.98729,2017-03-17,18:57:08
1.29793,103.88595,2017-03-17,18:51:30
1.34612,103.94269,2017-03-17,18:58:04
1.31881,103.84259,2017-03-17,18:51:30
1.34313,103.85734,2017-03-17,18:58:04
1.33358,103.93068,2017-03-17,18:57:08
1.35524,103.9482,2017-03-17,18:50:34
1.41835,103.8387,2017-03-17,18:54:20
1.25238,103.61408,2017-03-17,18:51:30
1.384002,103.8982,2017-03-17,18:53:22
1.3782,103.75094,2017-03-17,18:56:13
1.382298,103.9012,2017-03-17,18:58:04
1.306308,103.8283,2017-03-17,18:58:56
1.35835,103.98877,2017-03-17,18:55:15
1.31335,103.92899,2017-03-17,18:50:34
1.28921,103.83525,2017-03-17,18:57:08
1.35635,103.9884,2017-03-17,18:50:34
1.34831,103.92954,2017-03-17,18:55:15
1.379436,103.9343,2017-03-17,18:52:25
1.38113,103.74669,2017-03-17,18:51:30
1.30355,103.86424,2017-03-17,18:57:08
1.44328,103.7968,2017-03-17,18:54:20
1.28695,103.8347,2017-03-17,18:51:30
1.38599,103.75882,2017-03-17,18:55:15
1.4433,103.83623,2017-03-17,18:54:20
1.32484,103.68798,2017-03-17,18:58:04
1.32036,103.90277,2017-03-17,18:57:08
1.33884,103.98053,2017-03-17,18:58:04
1.38685,103.89395,2017-03-17,18:54:20
1.36631,103.75131,2017-03-17,18:52:25
1.35107,103.98499,2017-03-17,18:55:15
1.4049,103.79011,2017-03-17,18:54:20
1.30534,103.83042,2017-03-17,18:51:30
1.435365,103.7836,2017-03-17,18:50:34
1.42359,103.8382,2017-03-17,18:53:22
1.38305,103.76832,2017-03-17,18:53:22
1.36596,103.89072,2017-03-17,18:54:20
1.31832,103.9091,2017-03-17,18:55:15
1.37321,103.93198,2017-03-17,18:55:15
1.353,103.96524,2017-03-17,18:50:34
1.35217,103.94507,2017-03-17,18:52:25
1.45552,103.81493,2017-03-17,18:54:20
1.37434,103.95698,2017-03-17,18:54:20
1.37992,103.90346,2017-03-17,18:54:20
1.31458,103.87136,2017-03-17,18:56:13
1.27417,103.84353,2017-03-17,18:52:25
1.42327,103.83156,2017-03-17,18:55:15
1.38982,103.8923,2017-03-17,18:58:56
1.320835,103.9044,2017-03-17,18:53:22
1.289921,103.8037,2017-03-17,18:58:04
1.35252,103.97286,2017-03-17,18:58:04
1.330115,103.9043,2017-03-17,18:54:20
1.356037,103.9574,2017-03-17,18:54:20
1.33382,103.6434,2017-03-17,18:50:34
1.43874,103.77101,2017-03-17,18:56:13
1.30699,103.82828,2017-03-17,18:52:25
1.43467,103.83426,2017-03-17,18:50:34
1.42404,103.83503,2017-03-17,18:56:13
1.30252,103.8562,2017-03-17,18:51:30
1.4075,103.75026,2017-03-17,18:54:20
1.33238,103.90997,2017-03-17,18:55:15
1.27741,103.84606,2017-03-17,18:53:22
1.284544,103.8192,2017-03-17,18:52:25
1.32779,103.88736,2017-03-17,18:54:20
1.39424,103.75269,2017-03-17,18:54:20
1.32279,103.93713,2017-03-17,18:55:15
1.32472,103.93713,2017-03-17,18:51:30
1.38005,103.77253,2017-03-17,18:56:13
1.360841,103.9884,2017-03-17,18:58:56
1.34314,103.68321,2017-03-17,18:57:08
1.30452,103.8597,2017-03-17,18:54:20
1.37751,103.74996,2017-03-17,18:58:04
1.38705,103.89155,2017-03-17,18:58:04
1.30629,103.86496,2017-03-17,18:52:25
1.33464,103.90916,2017-03-17,18:56:13
1.35198,103.98494,2017-03-17,18:58:04
1.30333,103.837,2017-03-17,18:54:20
1.35131,103.98505,2017-03-17,18:51:30
1.45318,103.81581,2017-03-17,18:53:22
1.33534,103.89319,2017-03-17,18:56:13
1.36791,103.8982,2017-03-17,18:59:48
1.40326,103.8181,2017-03-17,18:55:15
1.31462,103.8825,2017-03-17,18:56:13
1.30053,103.80054,2017-03-17,18:58:04
1.31732,103.77168,2017-03-17,18:56:13
1.35654,103.98846,2017-03-17,18:55:15
1.35626,103.98828,2017-03-17,18:57:08
1.336466,103.7786,2017-03-17,18:53:22
1.4321,103.78826,2017-03-17,18:52:25
1.35973,103.88453,2017-03-17,18:58:04
1.31877,103.8078,2017-03-17,18:56:13
1.35466,103.98711,2017-03-17,18:57:08
1.37466,103.77122,2017-03-17,18:54:20
1.30934,103.66493,2017-03-17,18:52:25
1.377757,103.89,2017-03-17,18:55:15
1.42581,103.76238,2017-03-17,18:50:34
1.27194,103.8018,2017-03-17,18:51:30
1.32403,103.92904,2017-03-17,18:58:04
1.35552,103.98728,2017-03-17,18:52:25
1.32574,103.93748,2017-03-17,18:56:13
1.37894,103.9369,2017-03-17,18:50:34
1.345636,103.6931,2017-03-17,18:50:34
1.3803,103.76386,2017-03-17,18:52:25
1.36967,103.84553,2017-03-17,18:57:08
1.3585,103.99011,2017-03-17,18:57:08
1.30692,103.86452,2017-03-17,18:53:22
1.370439,103.8456,2017-03-17,18:53:22
1.31347,103.9297,2017-03-17,18:56:13
1.33356,103.97801,2017-03-17,18:51:30
1.39318,103.7753,2017-03-17,18:53:22
1.3587,103.98893,2017-03-17,18:55:15
1.28285,103.85989,2017-03-17,18:56:13
1.32852,103.9237,2017-03-17,18:51:30
1.39821,103.90437,2017-03-17,18:58:04
1.3511,103.7542,2017-03-17,18:54:20
1.37672,103.94335,2017-03-17,18:57:08
1.34342,103.8578,2017-03-17,18:57:08
1.31183,103.94507,2017-03-17,18:50:34
1.30108,103.88492,2017-03-17,18:54:20
1.32408,103.9322,2017-03-17,18:58:04
1.36798,103.83845,2017-03-17,18:53:22
1.29882,103.85158,2017-03-17,18:54:20
1.32914,103.88651,2017-03-17,18:57:08
1.38014,103.93563,2017-03-17,18:50:34
1.323122,103.8522,2017-03-17,18:55:15
1.281943,103.8302,2017-03-17,18:52:25
1.33367,103.7906,2017-03-17,18:56:13
1.31639,103.8582,2017-03-17,18:50:34
1.35686,103.98859,2017-03-17,18:55:15
1.44873,103.79145,2017-03-17,18:52:25
1.43534,103.84316,2017-03-17,18:55:15
1.390871,103.9088,2017-03-17,18:58:56
1.33958,103.89344,2017-03-17,18:58:04
1.347926,103.9352,2017-03-17,18:55:15
1.33514,103.91188,2017-03-17,18:51:30
1.389633,103.8891,2017-03-17,18:55:15
1.383705,103.8483,2017-03-17,18:53:22
1.35158,103.84802,2017-03-17,18:58:56
1.34599,103.8912,2017-03-17,18:50:34
1.27765,103.84928,2017-03-17,18:51:30
1.352878,103.8691,2017-03-17,18:59:48
1.279282,103.8259,2017-03-17,18:53:22
1.34909,103.8905,2017-03-17,18:51:30
1.38034,103.74499,2017-03-17,18:56:13
1.29897,103.78345,2017-03-17,18:51:30
1.35633,103.90178,2017-03-17,18:54:20
1.32178,103.76145,2017-03-17,18:58:04
1.378131,103.8932,2017-03-17,18:58:04
1.32402,103.8419,2017-03-17,18:56:13
1.31622,103.75569,2017-03-17,18:55:15
1.31052,103.84756,2017-03-17,18:57:08
1.36907,103.84595,2017-03-17,18:51:30
1.29132,103.84181,2017-03-17,18:58:04
1.423653,103.8384,2017-03-17,18:59:48
1.29227,103.85317,2017-03-17,18:58:56
1.35708,103.84164,2017-03-17,18:58:04
1.27748,103.84813,2017-03-17,18:50:34
1.43923,103.80042,2017-03-17,18:50:34
1.35503,103.98786,2017-03-17,18:57:08
1.32587,103.91623,2017-03-17,18:58:04
