Longitude,Latitude,date,time
1.4353,103.77225,2017-03-15,18:59:31
1.41222,103.78675,2017-03-15,18:56:35
1.36167,103.88481,2017-03-15,18:55:39
1.30363,103.83148,2017-03-15,18:58:33
1.31936,103.8434,2017-03-15,18:57:33
1.36985,103.74776,2017-03-15,18:55:39
1.35506,103.76913,2017-03-15,18:58:33
1.35843,103.84434,2017-03-15,18:56:35
1.3397,103.83816,2017-03-15,18:55:39
1.25804,103.81537,2017-03-15,18:56:35
1.31999,103.84325,2017-03-15,18:59:31
1.30198,103.8489,2017-03-15,18:55:39
1.37277,103.89443,2017-03-15,18:57:33
1.35612,103.94744,2017-03-15,18:59:31
1.37888,103.87694,2017-03-15,18:57:33
1.404868,103.7898,2017-03-15,18:57:33
1.3117,103.9322,2017-03-15,18:57:33
1.3413,103.86127,2017-03-15,18:56:35
1.28869,103.84602,2017-03-15,18:57:33
1.39014,103.8449,2017-03-15,18:56:35
1.28842,103.84675,2017-03-15,18:55:39
1.35972,103.93921,2017-03-15,18:56:35
1.30806,103.82776,2017-03-15,18:56:35
1.3691,103.95662,2017-03-15,18:58:33
1.38364,103.91633,2017-03-15,18:59:31
1.288065,103.8186,2017-03-15,18:58:33
1.37386,103.89916,2017-03-15,18:58:33
1.3793,103.88116,2017-03-15,18:56:35
1.35936,103.98881,2017-03-15,18:59:31
1.31549,103.8564,2017-03-15,18:57:33
1.3712,103.9644,2017-03-15,18:58:33
1.3012,103.86153,2017-03-15,18:57:33
1.38127,103.93523,2017-03-15,18:56:35
1.29108,103.80946,2017-03-15,18:58:33
1.29907,103.82912,2017-03-15,18:56:35
1.35732,103.93423,2017-03-15,18:59:31
1.3845,103.74461,2017-03-15,18:57:33
1.32186,103.82115,2017-03-15,18:56:35
1.30042,103.82959,2017-03-15,18:59:31
1.323637,103.8142,2017-03-15,18:57:33
1.29325,103.78499,2017-03-15,18:59:31
1.35795,103.98922,2017-03-15,18:55:39
1.30946,103.898,2017-03-15,18:56:35
1.28989,103.83319,2017-03-15,18:56:35
1.31885,103.77923,2017-03-15,18:59:31
1.2766,103.84861,2017-03-15,18:59:31
1.43097,103.8332,2017-03-15,18:58:33
1.30225,103.83561,2017-03-15,18:59:31
1.281194,103.8665,2017-03-15,18:55:39
1.38594,103.757,2017-03-15,18:58:33
1.33357,103.64384,2017-03-15,18:59:31
1.270717,103.8604,2017-03-15,18:57:33
1.30136,103.85773,2017-03-15,18:57:33
1.28964,103.8354,2017-03-15,18:55:39
1.30471,103.78242,2017-03-15,18:56:35
1.31653,103.85085,2017-03-15,18:56:35
1.38501,103.849,2017-03-15,18:57:33
1.28467,103.83418,2017-03-15,18:58:33
1.43313,103.84461,2017-03-15,18:56:35
1.31055,103.84772,2017-03-15,18:55:39
1.43919,103.7955,2017-03-15,18:57:33
1.27596,103.86222,2017-03-15,18:57:33
1.31467,103.87493,2017-03-15,18:58:33
1.35692,103.98855,2017-03-15,18:55:39
1.40248,103.90729,2017-03-15,18:57:33
1.31364,103.88195,2017-03-15,18:57:33
1.43532,103.83148,2017-03-15,18:57:33
1.35151,103.98499,2017-03-15,18:56:35
1.41468,103.8352,2017-03-15,18:55:39
1.29939,103.85309,2017-03-15,18:55:39
1.32397,103.81031,2017-03-15,18:59:31
1.30431,103.7646,2017-03-15,18:56:35
1.36033,103.83725,2017-03-15,18:56:35
1.30532,103.85977,2017-03-15,18:57:33
1.28386,103.83543,2017-03-15,18:58:33
1.31281,103.86323,2017-03-15,18:56:35
1.30392,103.83773,2017-03-15,18:55:39
1.34054,103.84698,2017-03-15,18:56:35
1.44933,103.7953,2017-03-15,18:58:33
1.28617,103.80917,2017-03-15,18:57:33
1.35216,103.94497,2017-03-15,18:56:35
1.39124,103.85558,2017-03-15,18:59:31
1.3199,103.85322,2017-03-15,18:57:33
1.34017,103.73783,2017-03-15,18:56:35
1.37985,103.77328,2017-03-15,18:56:35
1.40586,103.9007,2017-03-15,18:56:35
1.35117,103.87059,2017-03-15,18:58:33
1.383664,103.8486,2017-03-15,18:58:33
1.33712,103.75667,2017-03-15,18:57:33
1.31484,103.88087,2017-03-15,18:58:33
1.338969,103.6985,2017-03-15,18:57:33
1.33473,103.74262,2017-03-15,18:59:31
1.37085,103.95739,2017-03-15,18:59:31
1.30896,103.91212,2017-03-15,18:57:33
1.376242,103.8398,2017-03-15,18:59:31
1.3571,103.7527,2017-03-15,18:56:35
1.3585,103.9895,2017-03-15,18:56:35
1.3606,103.93095,2017-03-15,18:57:33
1.33394,103.84705,2017-03-15,18:57:33
1.28566,103.84689,2017-03-15,18:55:39
1.31426,103.8734,2017-03-15,18:56:35
1.34748,103.95298,2017-03-15,18:57:33
1.36139,103.98916,2017-03-15,18:56:35
1.28968,103.83479,2017-03-15,18:56:35
1.37895,103.7481,2017-03-15,18:56:35
1.27329,103.79823,2017-03-15,18:56:35
1.35753,103.98835,2017-03-15,18:58:33
1.31941,103.8644,2017-03-15,18:57:33
1.36352,103.86583,2017-03-15,18:57:33
1.30138,103.84097,2017-03-15,18:56:35
1.35275,103.98532,2017-03-15,18:55:39
1.4468,103.77317,2017-03-15,18:57:33
1.29378,103.83715,2017-03-15,18:55:39
1.28514,103.8466,2017-03-15,18:57:33
1.36888,103.957,2017-03-15,18:55:39
1.42359,103.8496,2017-03-15,18:59:31
1.35361,103.86757,2017-03-15,18:55:39
1.31723,103.88181,2017-03-15,18:58:33
1.2819,103.86,2017-03-15,18:58:33
1.32707,103.84141,2017-03-15,18:55:39
1.3316,103.63801,2017-03-15,18:59:31
1.358,103.87471,2017-03-15,18:56:35
1.29379,103.85867,2017-03-15,18:57:33
1.34222,103.86023,2017-03-15,18:56:35
1.31617,103.65259,2017-03-15,18:58:33
1.33682,103.78065,2017-03-15,18:59:31
1.42018,103.86307,2017-03-15,18:56:35
1.34964,103.84763,2017-03-15,18:58:33
1.35265,103.94328,2017-03-15,18:55:39
1.31192,103.85304,2017-03-15,18:59:31
1.29038,103.84993,2017-03-15,18:55:39
1.35849,103.99023,2017-03-15,18:56:35
1.30524,103.87167,2017-03-15,18:55:39
1.34582,103.89249,2017-03-15,18:56:35
1.31176,103.9322,2017-03-15,18:55:39
1.31021,103.87662,2017-03-15,18:57:33
1.35168,103.98501,2017-03-15,18:59:31
1.32909,103.842,2017-03-15,18:58:33
1.32134,103.91588,2017-03-15,18:56:35
1.26863,103.81448,2017-03-15,18:55:39
1.30189,103.84129,2017-03-15,18:56:35
1.26505,103.823,2017-03-15,18:55:39
1.30854,103.86252,2017-03-15,18:59:31
1.329528,103.9231,2017-03-15,18:55:39
1.34523,103.77413,2017-03-15,18:56:35
1.36632,103.83658,2017-03-15,18:58:33
1.35755,103.98979,2017-03-15,18:58:33
1.3263,103.85562,2017-03-15,18:55:39
1.37616,103.88466,2017-03-15,18:55:39
1.30642,103.92927,2017-03-15,18:57:33
1.31495,103.84103,2017-03-15,18:59:31
1.30998,103.79544,2017-03-15,18:55:39
1.43037,103.83731,2017-03-15,18:57:33
1.30237,103.89811,2017-03-15,18:55:39
1.3361,103.78363,2017-03-15,18:59:31
1.34489,103.96816,2017-03-15,18:59:31
1.349446,103.8373,2017-03-15,18:55:39
1.30411,103.86307,2017-03-15,18:56:35
1.37726,103.88429,2017-03-15,18:59:31
1.29305,103.83942,2017-03-15,18:57:33
1.35547,103.98814,2017-03-15,18:58:33
1.344882,103.7082,2017-03-15,18:57:33
1.378787,103.8409,2017-03-15,18:55:39
1.33361,103.64384,2017-03-15,18:58:33
1.32483,103.89943,2017-03-15,18:58:33
1.2836,103.83565,2017-03-15,18:55:39
1.33348,103.96382,2017-03-15,18:56:35
1.32162,103.8956,2017-03-15,18:56:35
1.32405,103.7725,2017-03-15,18:55:39
1.40334,103.7478,2017-03-15,18:55:39
1.31775,103.78721,2017-03-15,18:59:31
1.39011,103.91072,2017-03-15,18:55:39
1.33838,103.97717,2017-03-15,18:59:31
1.334494,103.7607,2017-03-15,18:59:31
1.28267,103.85136,2017-03-15,18:55:39
1.35642,103.9878,2017-03-15,18:56:35
1.28956,103.86063,2017-03-15,18:59:31
1.31702,103.77165,2017-03-15,18:58:33
1.32736,103.84481,2017-03-15,18:55:39
1.35002,103.9263,2017-03-15,18:56:35
1.43236,103.77853,2017-03-15,18:56:35
1.433198,103.7751,2017-03-15,18:57:33
1.30432,103.83337,2017-03-15,18:59:31
1.39094,103.8766,2017-03-15,18:58:33
1.3045,103.83695,2017-03-15,18:56:35
1.35352,103.88754,2017-03-15,18:55:39
1.32035,103.81188,2017-03-15,18:57:33
1.30453,103.8837,2017-03-15,18:58:33
1.27763,103.81792,2017-03-15,18:55:39
1.28651,103.83921,2017-03-15,18:55:39
1.38893,103.7529,2017-03-15,18:56:35
1.351414,103.9844,2017-03-15,18:58:33
1.3117,103.86421,2017-03-15,18:59:31
1.38026,103.94757,2017-03-15,18:55:39
1.43727,103.78733,2017-03-15,18:55:39
1.33463,103.86646,2017-03-15,18:55:39
1.42993,103.83601,2017-03-15,18:59:31
1.41424,103.75541,2017-03-15,18:59:31
1.33948,103.88835,2017-03-15,18:56:35
1.33151,103.87995,2017-03-15,18:55:39
1.33218,103.69711,2017-03-15,18:55:39
1.30027,103.85556,2017-03-15,18:58:33
1.38842,103.76844,2017-03-15,18:55:39
1.30006,103.85681,2017-03-15,18:57:33
1.43975,103.76926,2017-03-15,18:55:39
1.40509,103.90141,2017-03-15,18:56:35
1.28739,103.78084,2017-03-15,18:56:35
1.29295,103.7855,2017-03-15,18:56:35
1.35222,103.945,2017-03-15,18:58:33
1.33548,103.92739,2017-03-15,18:55:39
1.29713,103.76414,2017-03-15,18:55:39
1.38966,103.89211,2017-03-15,18:57:33
1.43537,103.78363,2017-03-15,18:58:33
1.43238,103.83247,2017-03-15,18:56:35
1.30404,103.82337,2017-03-15,18:57:33
1.37063,103.85725,2017-03-15,18:55:39
1.360574,103.8423,2017-03-15,18:57:33
1.35877,103.8836,2017-03-15,18:55:39
1.39371,103.90196,2017-03-15,18:58:33
1.32864,103.77728,2017-03-15,18:56:35
1.3625,103.90032,2017-03-15,18:56:35
1.32129,103.85289,2017-03-15,18:59:31
1.32507,103.91121,2017-03-15,18:59:31
1.44685,103.77307,2017-03-15,18:59:31
1.32786,103.70439,2017-03-15,18:57:33
1.30127,103.84085,2017-03-15,18:55:39
1.30716,103.87599,2017-03-15,18:58:33
1.30049,103.8455,2017-03-15,18:55:39
1.34004,103.68678,2017-03-15,18:59:31
1.36058,103.85203,2017-03-15,18:55:39
1.44128,103.81752,2017-03-15,18:58:33
1.35841,103.88328,2017-03-15,18:55:39
1.31264,103.89623,2017-03-15,18:58:33
1.44204,103.83886,2017-03-15,18:58:33
1.36624,103.89165,2017-03-15,18:57:33
1.35423,103.98642,2017-03-15,18:58:33
1.34967,103.85831,2017-03-15,18:56:35
1.31141,103.9503,2017-03-15,18:58:33
1.38295,103.7594,2017-03-15,18:59:31
1.33585,103.9187,2017-03-15,18:59:31
1.35117,103.98535,2017-03-15,18:59:31
1.35029,103.7554,2017-03-15,18:58:33
1.3704,103.8816,2017-03-15,18:56:35
1.27636,103.84841,2017-03-15,18:58:33
1.43508,103.783,2017-03-15,18:56:35
1.38278,103.7535,2017-03-15,18:56:35
1.35656,103.90169,2017-03-15,18:58:33
1.2758,103.84388,2017-03-15,18:57:33
1.39642,103.8487,2017-03-15,18:58:33
1.3127,103.83937,2017-03-15,18:59:31
1.36707,103.8925,2017-03-15,18:58:33
1.30547,103.8722,2017-03-15,18:56:35
1.34413,103.8535,2017-03-15,18:59:31
1.29914,103.82964,2017-03-15,18:59:31
1.312672,103.7595,2017-03-15,18:55:39
1.348671,103.7579,2017-03-15,18:58:33
1.29027,103.84805,2017-03-15,18:57:33
1.346752,103.7442,2017-03-15,18:59:31
1.37559,103.8716,2017-03-15,18:55:39
1.42359,103.83843,2017-03-15,18:58:33
1.35754,103.98989,2017-03-15,18:55:39
1.30402,103.85445,2017-03-15,18:58:33
1.33985,103.72036,2017-03-15,18:58:33
1.37134,103.86596,2017-03-15,18:59:31
1.30798,103.86214,2017-03-15,18:57:33
1.30161,103.84167,2017-03-15,18:55:39
1.306111,103.9157,2017-03-15,18:57:33
1.404911,103.7901,2017-03-15,18:59:31
1.35214,103.985,2017-03-15,18:59:31
1.37773,103.9417,2017-03-15,18:58:33
1.3404,103.70917,2017-03-15,18:59:31
1.35157,103.98564,2017-03-15,18:55:39
1.32169,103.8686,2017-03-15,18:56:35
1.33891,103.74671,2017-03-15,18:58:33
1.28124,103.85391,2017-03-15,18:55:39
1.35131,103.9684,2017-03-15,18:57:33
1.4468,103.77318,2017-03-15,18:58:33
1.38396,103.74274,2017-03-15,18:56:35
1.33952,103.72128,2017-03-15,18:58:33
1.289587,103.8334,2017-03-15,18:57:33
1.32286,103.94399,2017-03-15,18:57:33
1.32273,103.80087,2017-03-15,18:56:35
1.32566,103.94053,2017-03-15,18:59:31
1.430601,103.7914,2017-03-15,18:55:39
1.36198,103.96287,2017-03-15,18:56:35
1.39321,103.74443,2017-03-15,18:58:33
1.307793,103.7929,2017-03-15,18:55:39
1.30513,103.83196,2017-03-15,18:57:33
1.27865,103.86386,2017-03-15,18:56:35
1.38051,103.7346,2017-03-15,18:55:39
1.3263,103.94449,2017-03-15,18:59:31
1.44478,103.79262,2017-03-15,18:59:31
1.3475,103.95298,2017-03-15,18:56:35
1.35585,103.9292,2017-03-15,18:58:33
1.36884,103.7484,2017-03-15,18:59:31
1.34863,103.9696,2017-03-15,18:56:35
1.33199,103.91463,2017-03-15,18:55:39
1.35267,103.98611,2017-03-15,18:59:31
1.33274,103.88381,2017-03-15,18:58:33
1.35084,103.86928,2017-03-15,18:58:33
1.3665,103.86046,2017-03-15,18:58:33
1.421162,103.8314,2017-03-15,18:57:33
1.43211,103.77304,2017-03-15,18:57:33
1.28793,103.8293,2017-03-15,18:59:31
1.3136,103.87116,2017-03-15,18:59:31
1.33186,103.9558,2017-03-15,18:56:35
1.35107,103.9844,2017-03-15,18:58:33
1.3687,103.88212,2017-03-15,18:59:31
1.31798,103.84165,2017-03-15,18:56:35
1.3054,103.85652,2017-03-15,18:58:33
1.288135,103.8279,2017-03-15,18:55:39
1.32381,103.85184,2017-03-15,18:58:33
1.37705,103.7517,2017-03-15,18:55:39
1.40694,103.74907,2017-03-15,18:56:35
1.34609,103.74677,2017-03-15,18:58:33
1.37816,103.76535,2017-03-15,18:58:33
1.34503,103.87084,2017-03-15,18:59:31
1.434,103.77255,2017-03-15,18:59:31
1.34256,103.85871,2017-03-15,18:55:39
1.35685,103.94825,2017-03-15,18:59:31
1.37054,103.94529,2017-03-15,18:55:39
